2019-12-03,L004,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,L004,3.96,0.0013000008184462786,-0.0004939991049468517,0.0014720008475705981,0.002720000920817256,0.002930000890046358,0.004598001018166542,0.005530000664293766,0.006400000769644976,0.006622001063078642,0.006758000701665878,0.005702001042664051,0.003882000921294093,0.0021000008564442396,-0.005643999204039574,-0.0012959991581737995
2020-02-04,L004,25.7,,,,,,,,,,,,,,,
2020-02-12,L004,5.43,,,,,,,,,,,,,,,
2020-03-10,L004,7.49,,,,,,,,,,,,,,,
2020-04-07,L004,13.4,,,,,,,,,,,,,,,
2020-05-05,L004,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,L004,9.6,0.017364000901579857,0.012148001231253147,0.009550000540912151,0.005072000902146101,0.003394000930711627,0.0031640008091926575,0.002520000794902444,0.0031360008288174868,0.00312400097027421,0.0032500007655471563,-0.0008759991033002734,0.0014960009139031172,0.000680000870488584,0.0,0.0016000008909031749
2020-06-02,L004,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23,L004,85.7,,,,,,,,,,,,,,,
2010-10-13,S308C,14.95,,,,,,,,,,,,,,,
2010-11-03,S308C,9.6,,,,,,,,,,,,,,,
2010-11-17,S308C,19.35,,,,,,,,,,,,,,,
2010-11-17,S308C,16.85,,,,,,,,,,,,,,,
2010-11-17,S308C,19.75,,,,,,,,,,,,,,,
2010-11-17,S308C,19.25,,,,,,,,,,,,,,,
2010-11-17,S308C,18.85,,,,,,,,,,,,,,,
2010-11-17,S308C,17.5,,,,,,,,,,,,,,,
2010-11-17,S308C,17.0,,,,,,,,,,,,,,,
2010-11-17,S308C,15.0,,,,,,,,,,,,,,,
2010-11-17,S308C,17.25,,,,,,,,,,,,,,,
2010-12-01,S308C,10.25,,,,,,,,,,,,,,,
2010-12-13,S308C,32.6,,,,,,,,,,,,,,,
2011-01-05,S308C,2.8,,,,,,,,,,,,,,,
2011-01-20,S308C,6.7,,,,,,,,,,,,,,,
2011-02-03,S308C,7.95,,,,,,,,,,,,,,,
2011-02-17,S308C,4.65,,,,,,,,,,,,,,,
2011-02-17,S308C,4.65,,,,,,,,,,,,,,,
2011-02-17,S308C,5.15,,,,,,,,,,,,,,,
2011-02-17,S308C,4.8,,,,,,,,,,,,,,,
2011-02-17,S308C,5.3,,,,,,,,,,,,,,,
2011-02-17,S308C,4.8,,,,,,,,,,,,,,,
2011-02-17,S308C,4.35,,,,,,,,,,,,,,,
2011-02-17,S308C,4.85,,,,,,,,,,,,,,,
2011-02-17,S308C,4.35,,,,,,,,,,,,,,,
2011-03-02,S308C,10.8,,,,,,,,,,,,,,,
2011-03-16,S308C,7.2,,,,,,,,,,,,,,,
2011-04-06,S308C,12.35,,,,,,,,,,,,,,,
2011-04-20,S308C,6.25,,,,,,,,,,,,,,,
2011-05-04,S308C,6.9,,,,,,,,,,,,,,,
2011-05-18,S308C,26.9,,,,,,,,,,,,,,,
2011-05-18,S308C,24.1,,,,,,,,,,,,,,,
2011-05-18,S308C,24.0,,,,,,,,,,,,,,,
2011-06-08,S308C,7.5,,,,,,,,,,,,,,,
2011-06-22,S308C,8.99,,,,,,,,,,,,,,,
2011-07-06,S308C,9.29,,,,,,,,,,,,,,,
2011-07-20,S308C,7.25,,,,,,,,,,,,,,,
2011-08-10,S308C,28.7,,,,,,,,,,,,,,,
2011-08-24,S308C,10.4,,,,,,,,,,,,,,,
2011-08-24,S308C,10.7,,,,,,,,,,,,,,,
2011-08-24,S308C,10.1,,,,,,,,,,,,,,,
2011-09-07,S308C,26.3,,,,,,,,,,,,,,,
2011-09-21,S308C,10.7,,,,,,,,,,,,,,,
2011-10-05,S308C,9.82,,,,,,,,,,,,,,,
2011-10-19,S308C,5.05,,,,,,,,,,,,,,,
2011-11-02,S308C,8.1,,,,,,,,,,,,,,,
2011-11-16,S308C,3.41,,,,,,,,,,,,,,,
2011-11-16,S308C,3.56,,,,,,,,,,,,,,,
2011-11-16,S308C,3.24,,,,,,,,,,,,,,,
2011-12-07,S308C,3.39,,,,,,,,,,,,,,,
2011-12-21,S308C,4.46,,,,,,,,,,,,,,,
2012-01-04,S308C,12.9,,,,,,,,,,,,,,,
2012-01-18,S308C,2.71,,,,,,,,,,,,,,,
2012-02-08,S308C,5.03,,,,,,,,,,,,,,,
2012-02-22,S308C,10.5,,,,,,,,,,,,,,,
2012-02-22,S308C,13.7,,,,,,,,,,,,,,,
2012-02-22,S308C,10.7,,,,,,,,,,,,,,,
2012-03-07,S308C,5.02,,,,,,,,,,,,,,,
2012-03-21,S308C,5.12,,,,,,,,,,,,,,,
2012-04-04,S308C,16.1,,,,,,,,,,,,,,,
2012-04-18,S308C,2.98,,,,,,,,,,,,,,,
2012-05-02,S308C,10.7,,,,,,,,,,,,,,,
2012-05-16,S308C,12.2,,,,,,,,,,,,,,,
2012-05-16,S308C,15.6,,,,,,,,,,,,,,,
2012-05-16,S308C,13.2,,,,,,,,,,,,,,,
2012-06-06,S308C,25.6,,,,,,,,,,,,,,,
2012-06-20,S308C,9.04,,,,,,,,,,,,,,,
2012-07-11,S308C,14.9,,,,,,,,,,,,,,,
2012-07-25,S308C,7.82,,,,,,,,,,,,,,,
2012-08-08,S308C,8.0,,,,,,,,,,,,,,,
2012-08-08,S308C,7.7,,,,,,,,,,,,,,,
2012-08-08,S308C,7.15,,,,,,,,,,,,,,,
2012-08-22,S308C,8.69,,,,,,,,,,,,,,,
2012-09-05,S308C,18.6,,,,,,,,,,,,,,,
2012-09-20,S308C,22.0,,,,,,,,,,,,,,,
2012-10-03,S308C,8.16,,,,,,,,,,,,,,,
2012-10-17,S308C,2.62,,,,,,,,,,,,,,,
2012-11-14,S308C,3.55,,,,,,,,,,,,,,,
2012-11-14,S308C,3.33,,,,,,,,,,,,,,,
2012-11-14,S308C,3.18,,,,,,,,,,,,,,,
2012-11-28,S308C,4.93,,,,,,,,,,,,,,,
2012-12-05,S308C,2.88,,,,,,,,,,,,,,,
2012-12-19,S308C,14.5,,,,,,,,,,,,,,,
2013-01-09,S308C,2.38,,,,,,,,,,,,,,,
2013-01-23,S308C,7.58,,,,,,,,,,,,,,,
2013-02-06,S308C,4.11,,,,,,,,,,,,,,,
2013-02-21,S308C,3.22,,,,,,,,,,,,,,,
2013-02-21,S308C,3.53,,,,,,,,,,,,,,,
2013-02-21,S308C,3.52,,,,,,,,,,,,,,,
2013-03-06,S308C,7.82,,,,,,,,,,,,,,,
2013-03-20,S308C,26.9,,,,,,,,,,,,,,,
2013-04-03,S308C,17.4,,,,,,,,,,,,,,,
2013-04-17,S308C,4.24,,,,,,,,,,,,,,,
2013-05-08,S308C,53.9,,,,,,,,,,,,,,,
2013-05-08,S308C,61.7,,,,,,,,,,,,,,,
2013-05-08,S308C,53.3,,,,,,,,,,,,,,,
2013-05-22,S308C,13.2,,,,,,,,,,,,,,,
2013-06-05,S308C,43.2,,,,,,,,,,,,,,,
2013-06-19,S308C,31.9,,,,,,,,,,,,,,,
2013-07-10,S308C,12.4,,,,,,,,,,,,,,,
2013-07-24,S308C,24.6,,,,,,,,,,,,,,,
2013-08-07,S308C,10.4,,,,,,,,,,,,,,,
2013-08-07,S308C,11.9,,,,,,,,,,,,,,,
2013-08-07,S308C,10.7,,,,,,,,,,,,,,,
2013-08-21,S308C,22.1,,,,,,,,,,,,,,,
2013-09-04,S308C,13.7,,,,,,,,,,,,,,,
2013-09-18,S308C,7.56,,,,,,,,,,,,,,,
2013-10-07,S308C,27.1,,,,,,,,,,,,,,,
2013-10-21,S308C,15.7,,,,,,,,,,,,,,,
2013-10-21,S308C,0.064,,,,,,,,,,,,,,,
2013-11-04,S308C,15.6,,,,,,,,,,,,,,,
2013-11-04,S308C,20.4,,,,,,,,,,,,,,,
2013-11-04,S308C,17.3,,,,,,,,,,,,,,,
2013-11-18,S308C,6.08,,,,,,,,,,,,,,,
2013-12-02,S308C,11.9,,,,,,,,,,,,,,,
2013-12-16,S308C,11.3,,,,,,,,,,,,,,,
2014-01-06,S308C,6.9,,,,,,,,,,,,,,,
2014-01-21,S308C,9.47,,,,,,,,,,,,,,,
2014-02-03,S308C,9.45,,,,,,,,,,,,,,,
2014-02-03,S308C,9.06,,,,,,,,,,,,,,,
2014-02-03,S308C,9.9,,,,,,,,,,,,,,,
2014-02-17,S308C,13.3,,,,,,,,,,,,,,,
2014-03-03,S308C,8.31,,,,,,,,,,,,,,,
2014-03-17,S308C,9.75,,,,,,,,,,,,,,,
2014-04-07,S308C,41.8,,,,,,,,,,,,,,,
2014-04-21,S308C,11.2,,,,,,,,,,,,,,,
2014-05-05,S308C,11.1,,,,,,,,,,,,,,,
2014-05-05,S308C,10.6,,,,,,,,,,,,,,,
2014-05-05,S308C,10.8,,,,,,,,,,,,,,,
2014-05-19,S308C,8.98,,,,,,,,,,,,,,,
2014-06-09,S308C,27.5,,,,,,,,,,,,,,,
2014-06-23,S308C,62.7,,,,,,,,,,,,,,,
2014-07-07,S308C,11.4,,,,,,,,,,,,,,,
2014-07-21,S308C,25.2,,,,,,,,,,,,,,,
2014-08-04,S308C,32.9,,,,,,,,,,,,,,,
2014-08-18,S308C,4.75,,,,,,,,,,,,,,,
2014-08-18,S308C,102.0,,,,,,,,,,,,,,,
2014-08-18,S308C,19.2,,,,,,,,,,,,,,,
2014-08-18,S308C,43.0,,,,,,,,,,,,,,,
2014-09-08,S308C,20.2,,,,,,,,,,,,,,,
2014-09-22,S308C,25.3,,,,,,,,,,,,,,,
2014-10-06,S308C,20.0,,,,,,,,,,,,,,,
2014-10-20,S308C,20.8,,,,,,,,,,,,,,,
2014-11-03,S308C,27.6,,,,,,,,,,,,,,,
2014-11-03,S308C,29.3,,,,,,,,,,,,,,,
2014-11-03,S308C,27.4,,,,,,,,,,,,,,,
2014-11-17,S308C,13.3,,,,,,,,,,,,,,,
2014-12-01,S308C,4.94,,,,,,,,,,,,,,,
2014-12-15,S308C,5.11,,,,,,,,,,,,,,,
2015-01-05,S308C,2.44,,,,,,,,,,,,,,,
2015-01-20,S308C,4.34,,,,,,,,,,,,,,,
2015-02-02,S308C,4.77,,,,,,,,,,,,,,,
2015-02-02,S308C,4.54,,,,,,,,,,,,,,,
2015-02-02,S308C,4.73,,,,,,,,,,,,,,,
2015-02-16,S308C,7.06,,,,,,,,,,,,,,,
2015-03-02,S308C,5.13,,,,,,,,,,,,,,,
2015-03-16,S308C,6.46,,,,,,,,,,,,,,,
2015-04-06,S308C,14.1,,,,,,,,,,,,,,,
2015-04-20,S308C,12.6,,,,,,,,,,,,,,,
2015-05-04,S308C,6.5,,,,,,,,,,,,,,,
2015-05-04,S308C,5.06,,,,,,,,,,,,,,,
2015-05-04,S308C,6.54,,,,,,,,,,,,,,,
2015-05-18,S308C,1.42,,,,,,,,,,,,,,,
2015-06-01,S308C,11.7,,,,,,,,,,,,,,,
2015-06-15,S308C,43.8,,,,,,,,,,,,,,,
2015-07-06,S308C,24.3,,,,,,,,,,,,,,,
2015-07-20,S308C,84.3,,,,,,,,,,,,,,,
2015-08-03,S308C,23.1,,,,,,,,,,,,,,,
2015-08-03,S308C,22.4,,,,,,,,,,,,,,,
2015-08-03,S308C,21.0,,,,,,,,,,,,,,,
2015-08-17,S308C,20.1,,,,,,,,,,,,,,,
2015-08-31,S308C,46.6,,,,,,,,,,,,,,,
2015-09-14,S308C,23.6,,,,,,,,,,,,,,,
2015-09-28,S308C,27.2,,,,,,,,,,,,,,,
2015-10-12,S308C,41.3,,,,,,,,,,,,,,,
2015-10-26,S308C,7.16,,,,,,,,,,,,,,,
2015-10-26,S308C,8.0,,,,,,,,,,,,,,,
2015-10-26,S308C,7.42,,,,,,,,,,,,,,,
2015-11-09,S308C,14.1,,,,,,,,,,,,,,,
2015-11-23,S308C,13.6,,,,,,,,,,,,,,,
2015-12-07,S308C,7.34,,,,,,,,,,,,,,,
2015-12-21,S308C,12.0,,,,,,,,,,,,,,,
2016-01-04,S308C,10.9,,,,,,,,,,,,,,,
2016-01-20,S308C,9.87,,,,,,,,,,,,,,,
2016-01-20,S308C,9.98,,,,,,,,,,,,,,,
2016-01-20,S308C,8.99,,,,,,,,,,,,,,,
2016-02-01,S308C,2.34,,,,,,,,,,,,,,,
2016-02-15,S308C,7.19,,,,,,,,,,,,,,,
2016-02-29,S308C,6.46,,,,,,,,,,,,,,,
2016-03-14,S308C,6.22,,,,,,,,,,,,,,,
2016-03-28,S308C,5.37,,,,,,,,,,,,,,,
2016-04-11,S308C,5.53,,,,,,,,,,,,,,,
2016-04-11,S308C,5.7,,,,,,,,,,,,,,,
2016-04-11,S308C,5.05,,,,,,,,,,,,,,,
2016-04-25,S308C,6.04,,,,,,,,,,,,,,,
2016-05-09,S308C,15.4,,,,,,,,,,,,,,,
2016-05-23,S308C,151.0,,,,,,,,,,,,,,,
2016-06-06,S308C,74.7,,,,,,,,,,,,,,,
2016-06-06,S308C,0.034,,,,,,,,,,,,,,,
2016-06-20,S308C,27.2,,,,,,,,,,,,,,,
2016-07-06,S308C,22.5,,,,,,,,,,,,,,,
2016-07-06,S308C,25.3,,,,,,,,,,,,,,,
2016-07-06,S308C,21.9,,,,,,,,,,,,,,,
2016-07-18,S308C,25.8,,,,,,,,,,,,,,,
2016-07-18,S308C,0.054000000000000006,,,,,,,,,,,,,,,
2016-08-01,S308C,34.2,,,,,,,,,,,,,,,
2016-08-15,S308C,50.5,,,,,,,,,,,,,,,
2016-08-29,S308C,39.3,,,,,,,,,,,,,,,
2016-09-12,S308C,31.9,,,,,,,,,,,,,,,
2016-09-26,S308C,23.9,,,,,,,,,,,,,,,
2016-09-26,S308C,24.7,,,,,,,,,,,,,,,
2016-09-26,S308C,22.7,,,,,,,,,,,,,,,
2016-10-10,S308C,27.2,,,,,,,,,,,,,,,
2016-10-24,S308C,12.0,,,,,,,,,,,,,,,
2016-11-07,S308C,6.85,,,,,,,,,,,,,,,
2016-11-21,S308C,8.88,,,,,,,,,,,,,,,
2016-12-05,S308C,6.18,,,,,,,,,,,,,,,
2016-12-19,S308C,7.91,,,,,,,,,,,,,,,
2016-12-19,S308C,6.94,,,,,,,,,,,,,,,
2016-12-19,S308C,7.24,,,,,,,,,,,,,,,
2017-01-04,S308C,30.9,,,,,,,,,,,,,,,
2017-01-17,S308C,3.31,,,,,,,,,,,,,,,
2017-01-30,S308C,11.5,,,,,,,,,,,,,,,
2017-02-13,S308C,19.5,,,,,,,,,,,,,,,
2017-02-27,S308C,15.2,,,,,,,,,,,,,,,
2017-03-14,S308C,36.4,,,,,,,,,,,,,,,
2017-03-14,S308C,34.7,,,,,,,,,,,,,,,
2017-03-14,S308C,36.6,,,,,,,,,,,,,,,
2017-03-14,S308C,0.048,,,,,,,,,,,,,,,
2017-03-27,S308C,5.19,,,,,,,,,,,,,,,
2017-04-10,S308C,8.53,,,,,,,,,,,,,,,
2017-04-24,S308C,9.2,,,,,,,,,,,,,,,
2017-05-08,S308C,26.4,,,,,,,,,,,,,,,
2017-05-22,S308C,27.4,,,,,,,,,,,,,,,
2017-06-05,S308C,11.8,,,,,,,,,,,,,,,
2017-06-19,S308C,4.38,,,,,,,,,,,,,,,
2017-07-05,S308C,5.15,,,,,,,,,,,,,,,
2017-07-17,S308C,4.95,,,,,,,,,,,,,,,
2017-07-31,S308C,38.3,,,,,,,,,,,,,,,
2017-08-01,S308C,0.988,,,,,,,,,,,,,,,
2017-08-14,S308C,4.77,,,,,,,,,,,,,,,
2017-08-28,S308C,1.88,,,,,,,,,,,,,,,
2017-09-13,S308C,13.0,,,,,,,,,,,,,,,
2017-09-25,S308C,3.15,,,,,,,,,,,,,,,
2017-10-09,S308C,2.72,,,,,,,,,,,,,,,
2017-10-23,S308C,48.2,,,,,,,,,,,,,,,
2017-10-23,S308C,0.05,,,,,,,,,,,,,,,
2017-11-06,S308C,3.77,,,,,,,,,,,,,,,
2017-11-20,S308C,5.26,,,,,,,,,,,,,,,
2017-12-04,S308C,3.51,,,,,,,,,,,,,,,
2017-12-18,S308C,2.61,,,,,,,,,,,,,,,
2017-12-18,S308C,2.56,,,,,,,,,,,,,,,
2017-12-18,S308C,2.42,,,,,,,,,,,,,,,
2018-01-02,S308C,7.78,,,,,,,,,,,,,,,
2018-01-16,S308C,8.34,,,,,,,,,,,,,,,
2018-01-16,S308C,0.11199999999999999,,,,,,,,,,,,,,,
2018-01-29,S308C,4.88,,,,,,,,,,,,,,,
2018-02-12,S308C,3.17,,,,,,,,,,,,,,,
2018-02-26,S308C,3.8,,,,,,,,,,,,,,,
2018-03-12,S308C,18.1,,,,,,,,,,,,,,,
2018-03-26,S308C,36.6,,,,,,,,,,,,,,,
2018-04-09,S308C,5.24,,,,,,,,,,,,,,,
2018-04-09,S308C,5.06,,,,,,,,,,,,,,,
2018-04-09,S308C,6.68,,,,,,,,,,,,,,,
2018-04-23,S308C,6.78,,,,,,,,,,,,,,,
2018-05-07,S308C,11.0,,,,,,,,,,,,,,,
2018-05-21,S308C,14.1,,,,,,,,,,,,,,,
2018-06-04,S308C,87.3,,,,,,,,,,,,,,,
2018-06-04,S308C,78.2,,,,,,,,,,,,,,,
2018-06-04,S308C,78.8,,,,,,,,,,,,,,,
2018-06-18,S308C,5.89,,,,,,,,,,,,,,,
2018-07-02,S308C,11.0,,,,,,,,,,,,,,,
2018-07-16,S308C,9.94,,,,,,,,,,,,,,,
2018-07-30,S308C,7.06,,,,,,,,,,,,,,,
2018-08-13,S308C,45.8,,,,,,,,,,,,,,,
2018-08-27,S308C,20.1,,,,,,,,,,,,,,,
2018-09-10,S308C,27.4,,,,,,,,,,,,,,,
2018-09-10,S308C,28.3,,,,,,,,,,,,,,,
2018-09-10,S308C,27.9,,,,,,,,,,,,,,,
2018-09-24,S308C,34.0,,,,,,,,,,,,,,,
2018-10-08,S308C,36.4,,,,,,,,,,,,,,,
2018-10-22,S308C,51.3,,,,,,,,,,,,,,,
2018-11-19,S308C,10.7,,,,,,,,,,,,,,,
2018-11-19,S308C,9.56,,,,,,,,,,,,,,,
2018-11-19,S308C,10.6,,,,,,,,,,,,,,,
2018-12-17,S308C,18.4,,,,,,,,,,,,,,,
2019-01-14,S308C,35.1,,,,,,,,,,,,,,,
2019-01-28,S308C,14.5,,,,,,,,,,,,,,,
2019-02-11,S308C,5.73,,,,,,,,,,,,,,,
2019-02-25,S308C,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,S308C,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,S308C,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-11,S308C,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,S308C,10.9,,,,,,,,,,,,,,,
2019-04-08,S308C,10.3,0.011374000459909439,0.009162001311779022,0.01013600081205368,0.009730000980198383,0.009434000588953495,0.009908000938594341,0.009294000454246998,0.009362000972032547,0.00926000066101551,0.009300000965595245,0.008250000886619091,0.007514000870287418,0.003682000795379281,-0.005477999337017536,0.00025000088498927653
2019-04-08,S308C,9.46,0.011374000459909439,0.009162001311779022,0.01013600081205368,0.009730000980198383,0.009434000588953495,0.009908000938594341,0.009294000454246998,0.009362000972032547,0.00926000066101551,0.009300000965595245,0.008250000886619091,0.007514000870287418,0.003682000795379281,-0.005477999337017536,0.00025000088498927653
2019-04-08,S308C,10.9,0.011374000459909439,0.009162001311779022,0.01013600081205368,0.009730000980198383,0.009434000588953495,0.009908000938594341,0.009294000454246998,0.009362000972032547,0.00926000066101551,0.009300000965595245,0.008250000886619091,0.007514000870287418,0.003682000795379281,-0.005477999337017536,0.00025000088498927653
2019-04-22,S308C,10.6,,,,,,,,,,,,,,,
2019-05-06,S308C,16.0,,,,,,,,,,,,,,,
2019-05-06,S308C,0.026000000000000002,,,,,,,,,,,,,,,
2019-06-03,S308C,38.4,,,,,,,,,,,,,,,
2019-07-01,S308C,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,S308C,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,S308C,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-29,S308C,38.8,0.0118780005723238,0.008006000891327858,0.008148000575602055,0.008804000914096832,0.009046000428497791,0.011126000434160233,0.01053400058299303,0.01037600077688694,0.009956001304090023,0.010062000714242458,0.010782000608742237,0.008048000745475292,0.003982000984251499,-0.002657999051734805,0.0039200009778141975
2019-08-12,S308C,16.4,,,,,,,,,,,,,,,
2019-08-26,S308C,26.2,,,,,,,,,,,,,,,
2019-09-09,S308C,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-23,S308C,7.02,,,,,,,,,,,,,,,
2019-10-07,S308C,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-21,S308C,11.3,,,,,,,,,,,,,,,
2019-10-21,S308C,10.8,,,,,,,,,,,,,,,
2019-10-21,S308C,9.74,,,,,,,,,,,,,,,
2019-11-04,S308C,8.78,,,,,,,,,,,,,,,
2019-11-18,S308C,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,S308C,15.3,,,,,,,,,,,,,,,
2019-12-16,S308C,1.79,,,,,,,,,,,,,,,
2020-01-13,S308C,3.55,,,,,,,,,,,,,,,
2020-01-13,S308C,3.46,,,,,,,,,,,,,,,
2020-01-13,S308C,4.94,,,,,,,,,,,,,,,
2020-01-27,S308C,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,S308C,3.85,0.008062000386416912,0.004930000752210617,0.004846001043915749,0.004094000905752182,0.0035680008586496115,0.003740000771358609,0.003312000771984458,0.0034900009632110596,0.003462000750005245,0.003556000767275691,0.002924000844359398,0.0033760007936507463,0.0016440008766949177,-0.006441999226808548,0.0006340008694678545
2020-02-24,S308C,5.79,,,,,,,,,,,,,,,
2020-03-09,S308C,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,S308C,9.15,,,,,,,,,,,,,,,
2020-04-06,S308C,15.2,,,,,,,,,,,,,,,
2020-04-06,S308C,53.9,,,,,,,,,,,,,,,
2020-04-06,S308C,91.1,,,,,,,,,,,,,,,
2020-04-20,S308C,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,S308C,16.0,,,,,,,,,,,,,,,
2020-05-04,S308C,0.016,,,,,,,,,,,,,,,
2020-05-18,S308C,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,S308C,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,S308C,4.2,,,,,,,,,,,,,,,
2020-06-15,S308C,0.019,,,,,,,,,,,,,,,
2010-10-21,POLE3S,58.75,,,,,,,,,,,,,,,
2010-11-02,POLE3S,13.6,,,,,,,,,,,,,,,
2010-12-20,POLE3S,17.35,,,,,,,,,,,,,,,
2011-01-03,POLE3S,12.2,,,,,,,,,,,,,,,
2011-02-14,POLE3S,37.65,,,,,,,,,,,,,,,
2011-03-09,POLE3S,6.0,,,,,,,,,,,,,,,
2011-04-19,POLE3S,1.8,,,,,,,,,,,,,,,
2011-05-10,POLE3S,2.31,,,,,,,,,,,,,,,
2011-06-06,POLE3S,1.25,,,,,,,,,,,,,,,
2011-07-13,POLE3S,14.8,,,,,,,,,,,,,,,
2011-08-04,POLE3S,6.3,,,,,,,,,,,,,,,
2011-09-21,POLE3S,5.37,,,,,,,,,,,,,,,
2011-10-12,POLE3S,3.18,,,,,,,,,,,,,,,
2011-11-15,POLE3S,33.1,,,,,,,,,,,,,,,
2011-12-05,POLE3S,72.1,,,,,,,,,,,,,,,
2012-01-23,POLE3S,24.3,,,,,,,,,,,,,,,
2012-02-07,POLE3S,13.0,,,,,,,,,,,,,,,
2012-03-19,POLE3S,11.7,,,,,,,,,,,,,,,
2012-04-02,POLE3S,8.11,,,,,,,,,,,,,,,
2012-05-23,POLE3S,13.1,,,,,,,,,,,,,,,
2012-06-11,POLE3S,3.91,,,,,,,,,,,,,,,
2012-07-16,POLE3S,3.58,,,,,,,,,,,,,,,
2012-08-13,POLE3S,2.34,,,,,,,,,,,,,,,
2012-09-18,POLE3S,46.4,,,,,,,,,,,,,,,
2012-10-08,POLE3S,49.5,,,,,,,,,,,,,,,
2012-11-26,POLE3S,22.3,,,,,,,,,,,,,,,
2012-12-10,POLE3S,23.8,,,,,,,,,,,,,,,
2013-01-07,POLE3S,24.6,,,,,,,,,,,,,,,
2013-02-12,POLE3S,36.4,,,,,,,,,,,,,,,
2013-03-28,POLE3S,21.1,,,,,,,,,,,,,,,
2013-04-09,POLE3S,17.3,,,,,,,,,,,,,,,
2013-05-15,POLE3S,69.6,,,,,,,,,,,,,,,
2013-06-04,POLE3S,86.5,,,,,,,,,,,,,,,
2013-07-16,POLE3S,12.6,,,,,,,,,,,,,,,
2013-08-05,POLE3S,92.7,,,,,,,,,,,,,,,
2013-09-16,POLE3S,38.3,,,,,,,,,,,,,,,
2013-10-02,POLE3S,87.7,,,,,,,,,,,,,,,
2013-11-18,POLE3S,28.6,,,,,,,,,,,,,,,
2013-12-03,POLE3S,68.3,,,,,,,,,,,,,,,
2014-01-15,POLE3S,39.4,,,,,,,,,,,,,,,
2014-02-04,POLE3S,24.0,,,,,,,,,,,,,,,
2014-03-12,POLE3S,45.1,,,,,,,,,,,,,,,
2014-04-16,POLE3S,64.3,,,,,,,,,,,,,,,
2014-04-21,POLE3S,23.5,,,,,,,,,,,,,,,
2014-05-13,POLE3S,8.88,,,,,,,,,,,,,,,
2014-06-03,POLE3S,12.7,,,,,,,,,,,,,,,
2014-07-16,POLE3S,10.5,,,,,,,,,,,,,,,
2014-08-06,POLE3S,34.0,,,,,,,,,,,,,,,
2014-09-03,POLE3S,23.5,,,,,,,,,,,,,,,
2014-10-08,POLE3S,50.8,,,,,,,,,,,,,,,
2014-11-05,POLE3S,51.7,,,,,,,,,,,,,,,
2014-12-03,POLE3S,61.4,,,,,,,,,,,,,,,
2015-01-07,POLE3S,19.5,,,,,,,,,,,,,,,
2015-02-04,POLE3S,36.1,,,,,,,,,,,,,,,
2015-03-04,POLE3S,19.2,,,,,,,,,,,,,,,
2015-04-08,POLE3S,19.8,,,,,,,,,,,,,,,
2015-05-13,POLE3S,39.7,,,,,,,,,,,,,,,
2015-06-02,POLE3S,29.7,,,,,,,,,,,,,,,
2015-07-07,POLE3S,23.4,,,,,,,,,,,,,,,
2015-08-05,POLE3S,7.66,,,,,,,,,,,,,,,
2015-09-02,POLE3S,12.3,,,,,,,,,,,,,,,
